STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,hhtyp,Type of household,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,HU,Hungary,2024,,89.71,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,HU,Hungary,2025,,89.55,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,IE,Ireland,2016,,65.77,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,IE,Ireland,2017,,65.39,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,IE,Ireland,2018,,71.75,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,IE,Ireland,2019,,74.64,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,IE,Ireland,2020,,88.39,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,IE,Ireland,2021,,93.14,,b,break in time series,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,IE,Ireland,2022,,,,u,low reliability,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,IE,Ireland,2023,,77.35,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,IE,Ireland,2024,,68.82,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,IE,Ireland,2025,,79.32,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,IS,Iceland,2017,,95.12,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,IS,Iceland,2018,,97.67,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,IS,Iceland,2019,,93.28,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,IS,Iceland,2020,,96.48,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,IS,Iceland,2021,,96.43,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,IT,Italy,2016,,63.91,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,IT,Italy,2017,,68.99,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,IT,Italy,2018,,73.17,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,IT,Italy,2019,,73.55,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,IT,Italy,2020,,77.47,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,IT,Italy,2021,,80.36,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,IT,Italy,2022,,83.78,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,IT,Italy,2023,,84.78,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,IT,Italy,2024,,88.05,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,IT,Italy,2025,,89.16,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,LT,Lithuania,2016,,52.34,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,LT,Lithuania,2017,,56.74,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,LT,Lithuania,2018,,61.99,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,LT,Lithuania,2019,,65.77,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,LT,Lithuania,2020,,69.93,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,LT,Lithuania,2021,,77.64,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,LT,Lithuania,2022,,80.20,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,LT,Lithuania,2023,,82.31,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,LT,Lithuania,2024,,84.45,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,LT,Lithuania,2025,,84.94,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,LU,Luxembourg,2016,,94.47,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,LU,Luxembourg,2017,,94.23,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,LU,Luxembourg,2018,,87.44,,b,break in time series,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,LU,Luxembourg,2019,,89.32,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,LU,Luxembourg,2020,,84.71,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,LU,Luxembourg,2021,,97.97,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,LU,Luxembourg,2022,,94.86,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,LU,Luxembourg,2023,,98.45,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,LU,Luxembourg,2024,,95.56,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,LU,Luxembourg,2025,,98.42,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,LV,Latvia,2016,,59.46,,b,break in time series,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,LV,Latvia,2017,,60.93,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,LV,Latvia,2018,,67.28,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,LV,Latvia,2019,,73.71,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,LV,Latvia,2020,,81.74,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,LV,Latvia,2021,,83.05,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,LV,Latvia,2022,,83.37,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,LV,Latvia,2023,,87.40,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,LV,Latvia,2024,,88.60,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,LV,Latvia,2025,,88.82,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,ME,Montenegro,2017,,34.80,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,ME,Montenegro,2018,,35.33,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,ME,Montenegro,2019,,39.26,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,ME,Montenegro,2020,,47.96,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,ME,Montenegro,2021,,46.81,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,ME,Montenegro,2022,,51.16,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,ME,Montenegro,2023,,58.32,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,ME,Montenegro,2024,,61.44,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,ME,Montenegro,2025,,77.04,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,MK,North Macedonia,2016,,21.13,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,MK,North Macedonia,2017,,23.23,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,MK,North Macedonia,2018,,33.75,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,MK,North Macedonia,2019,,39.54,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,MK,North Macedonia,2020,,48.11,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,MK,North Macedonia,2021,,51.00,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,MK,North Macedonia,2024,,66.48,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,MK,North Macedonia,2025,,71.07,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,MT,Malta,2016,,60.55,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,MT,Malta,2017,,68.05,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,MT,Malta,2018,,62.58,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,MT,Malta,2019,,76.53,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,MT,Malta,2020,,80.12,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,MT,Malta,2021,,78.97,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,MT,Malta,2022,,85.59,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,MT,Malta,2023,,87.23,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,MT,Malta,2024,,92.77,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,MT,Malta,2025,,95.93,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,NL,Netherlands,2016,,94.91,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,NL,Netherlands,2017,,96.02,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,NL,Netherlands,2018,,96.65,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,NL,Netherlands,2019,,97.36,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,NL,Netherlands,2020,,93.88,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,NL,Netherlands,2021,,97.99,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,NL,Netherlands,2022,,97.74,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,NL,Netherlands,2023,,98.74,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,NL,Netherlands,2024,,98.49,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,NL,Netherlands,2025,,99.37,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,NO,Norway,2016,,94.96,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,NO,Norway,2017,,93.29,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,NO,Norway,2018,,92.54,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,NO,Norway,2019,,96.46,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,NO,Norway,2020,,92.37,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,NO,Norway,2021,,98.13,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,NO,Norway,2022,,98.29,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,NO,Norway,2023,,98.65,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,NO,Norway,2024,,97.04,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,NO,Norway,2025,,98.58,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,PL,Poland,2016,,51.80,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,PL,Poland,2017,,52.55,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,PL,Poland,2018,,57.11,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,PL,Poland,2019,,64.26,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,PL,Poland,2020,,74.08,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,PL,Poland,2021,,78.85,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,PL,Poland,2022,,80.98,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,PL,Poland,2023,,79.27,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,PL,Poland,2024,,86.35,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,PL,Poland,2025,,89.78,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,PT,Portugal,2016,,51.98,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,PT,Portugal,2017,,57.05,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,PT,Portugal,2018,,70.63,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,PT,Portugal,2019,,70.33,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,PT,Portugal,2020,,76.11,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,PT,Portugal,2021,,80.98,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,PT,Portugal,2022,,80.59,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,PT,Portugal,2023,,81.99,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,PT,Portugal,2024,,84.59,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,PT,Portugal,2025,,85.09,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,RO,Romania,2016,,47.29,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,RO,Romania,2017,,52.84,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,RO,Romania,2018,,59.19,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,RO,Romania,2019,,64.90,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,RO,Romania,2020,,67.64,,,,,
dataflow,ESTAT:ISOC_CI_IN_H(1.0),Households - level of internet access,A,Annual,PC_HH,Percentage of households,A1,Single person,RO,Romania,2021,,72.97,,,,,
